job_id	srr_id	project_id	mode	layout	total_reads	paired_reads	unpaired_reads	aligned_exactly_1	aligned_gt1	aligned_0	concordant_exactly_1	concordant_gt1	discordant_1	pairs_0_concordant	overall_alignment_rate
NA	SRR6263351	PRJNA416439	P5	PE	56028826	56028826					28478618	14610172	4866145	12940036	91.73%
NA	SRR6263351	PRJNA416439	P10	PE	55588510	55588510					28606351	15199301	4441207	11782858	92.87%
NA	SRR6263379	PRJNA416439	untrimmed	PE	34613785	34613785					11229265	12487063	2387467	10897457	85.03%
NA	SRR6263379	PRJNA416439	adapter_only	PE	34609337	34609337					11229380	12486980	2389257	10892977	85.04%
NA	SRR6263379	PRJNA416439	P5	PE	34595468	34595468					11255567	12510850	2390315	10829051	85.19%
NA	SRR6263379	PRJNA416439	P10	PE	34106657	34106657					11115825	12554474	2352609	10436358	86.54%
NA	SRR6334424	PRJNA419934	untrimmed	PE	22921462	22921462					20615436	2187129	60326	118897	99.92%
NA	SRR6334424	PRJNA419934	adapter_only	PE	22316859	22316859					19790825	2434482	47963	91552	99.94%
NA	SRR6334425	PRJNA419934	untrimmed	PE	23933911	23933911					21447090	2239251	64801	247570	99.62%
NA	SRR6334425	PRJNA419934	adapter_only	PE	23741379	23741379					21318118	2296813	57597	126448	99.90%
NA	SRR6334425	PRJNA419934	P5	PE	23740208	23740208					21313820	2301090	57410	125298	99.90%
NA	SRR6334425	PRJNA419934	P10	PE	23108713	23108713					20472638	2542172	44679	93903	99.93%
NA	SRR6334426	PRJNA419934	untrimmed	PE	27371724	27371724					24575762	2530508	80352	265454	99.67%
NA	SRR6334426	PRJNA419934	adapter_only	PE	27167748	27167748					24430473	2593697	73436	143578	99.91%
NA	SRR6334426	PRJNA419934	P5	PE	27166554	27166554					24425237	2598809	73243	142508	99.92%
NA	SRR6334426	PRJNA419934	P10	PE	26440714	26440714					23443789	2886343	58594	110582	99.94%
NA	SRR6334428	PRJNA419934	untrimmed	PE	25683325	25683325					23044638	2372777	67372	265910	99.62%
NA	SRR6334428	PRJNA419934	adapter_only	PE	25462465	25462465					22898088	2435473	59458	128904	99.91%
NA	SRR6334428	PRJNA419934	P5	PE	25461277	25461277					22894225	2439172	59276	127880	99.91%
NA	SRR6334428	PRJNA419934	P10	PE	24770071	24770071					21982887	2691905	45893	95279	99.94%
NA	SRR6334432	PRJNA419934	untrimmed	PE	21809276	21809276					19571193	2113754	53577	124329	99.89%
NA	SRR6334432	PRJNA419934	adapter_only	PE	21808164	21808164					19567016	2117766	53384	123382	99.89%
NA	SRR6334432	PRJNA419934	P5	PE	21185706	21185706					18740339	2353777	40791	91590	99.92%
NA	SRR6334433	PRJNA419934	SRR6334433_trimmomatic_adapter	PE	27185127	27185127					24396417	2525163	70338	263547	99.65%
NA	SRR6334433	PRJNA419934	SRR6334433_trimmomatic_P5	PE	26973908	26973908					24255990	2588302	62682	129616	99.92%
NA	SRR6334433	PRJNA419934	SRR6334433_trimmomatic_P10	PE	26972755	26972755					24251519	2592698	62520	128538	99.92%
NA	SRR6334433	PRJNA419934	SRR6334433_trimmomatic_P20	PE	26279311	26279311					23304414	2877316	48965	97581	99.94%
NA	SRR6334433	PRJNA419934	untrimmed	PE	27185127	27185127					24396417	2525163	70338	263547	99.65%
NA	SRR6334433	PRJNA419934	adapter_only	PE	26973908	26973908					24255990	2588302	62682	129616	99.92%
NA	SRR6334433	PRJNA419934	P5	PE	26972755	26972755					24251519	2592698	62520	128538	99.92%
NA	SRR6334433	PRJNA419934	P10	PE	26279311	26279311					23304414	2877316	48965	97581	99.94%
NA	SRR7585371	PRJNA480287	SRR7585371_trimmomatic_adapter	PE	238918007	238918007					61055077	10749816	10137076	167113114	52.11%
NA	SRR7585371	PRJNA480287	SRR7585371_trimmomatic_P5	PE	237426027	237426027					61036374	10765764	10193619	165623889	52.31%
NA	SRR7585371	PRJNA480287	SRR7585371_trimmomatic_P10	PE	236704585	236704585					61017283	11143943	10753809	164543359	53.59%
NA	SRR7585371	PRJNA480287	SRR7585371_trimmomatic_P20	PE	232334531	232334531					58758768	11289259	11226231	162286504	54.69%
NA	SRR7585371	PRJNA480287	untrimmed	PE	238918007	238918007					61055077	10749816	10137076	167113114	52.11%
NA	SRR7585371	PRJNA480287	adapter_only	PE	237426027	237426027					61036374	10765764	10193619	165623889	52.31%
NA	SRR7585371	PRJNA480287	P5	PE	236704585	236704585					61017283	11143943	10753809	164543359	53.59%
NA	SRR7585371	PRJNA480287	P10	PE	232334531	232334531					58758768	11289259	11226231	162286504	54.69%
NA	SRR7585374	PRJNA480287	untrimmed	PE	380538512	380538512					122301446	214214830	13910894	44022236	98.06%
NA	SRR7585374	PRJNA480287	adapter_only	PE	379388998	379388998					122219612	214067692	13932084	43101694	98.19%
NA	SRR7585374	PRJNA480287	P5	PE	379376577	379376577					122214398	214062055	13931284	43100124	98.19%
NA	SRR7585374	PRJNA480287	P10	PE	372289376	372289376					116626917	211112145	13453047	44550314	98.76%
NA	SRR7585385	PRJNA480287	untrimmed	PE	213733253	213733253					167876582	33716314	2245815	12140357	96.13%
NA	SRR7585385	PRJNA480287	adapter_only	PE	213490695	213490695					167771148	34343024	2221540	11376523	96.36%
NA	SRR7585385	PRJNA480287	P5	PE	211540631	211540631					165754018	34773605	2122674	11013008	96.41%
NA	SRR7621282	PRJNA480287	untrimmed	PE	399365650	399365650					44587360	9067754	142808552	345710536	82.78%
NA	SRR7621282	PRJNA480287	adapter_only	PE	399100537	399100537					44624023	9081383	142802460	345395131	82.85%
NA	SRR7621282	PRJNA480287	P5	PE	392714750	392714750					44230284	9007646	141586937	339476820	83.14%
NA	SRR7621282	PRJNA480287	P10	PE	392711952	392711952					44228415	9012651	141583655	339470886	83.14%
NA	SRR7621282	PRJNA480287	P20	PE	392700234	392700234					44227266	9010690	141581941	339462278	83.14%
NA	SRR7621283	PRJNA480287	untrmd_SRR7621283	PE	182823947	182823947					21551453	4424091	63895539	156848403	82.72%
NA	SRR7621283	PRJNA480287	SRR7621283_trimmomatic_adapter	PE	182692318	182692318					21569555	4430755	63892387	156692008	82.79%
NA	SRR7621283	PRJNA480287	SRR7621283_trimmomatic_P5	PE	182683199	182683199					21571575	4432818	63900733	156678806	82.80%
NA	SRR7621283	PRJNA480287	SRR7621283_trimmomatic_P10	PE	182681347	182681347					21571225	4432904	63900688	156677218	82.80%
NA	SRR7621283	PRJNA480287	SRR7621283_trimmomatic_P20	PE	179324164	179324164					20947418	8547538	58962036	149829208	84.98%
NA	SRR7621283	PRJNA480287	untrimmed	PE	395414733	395414733					46604535	9568565	138187222	339241633	82.71%
NA	SRR7621283	PRJNA480287	adapter_only	PE	182692318	182692318					21569555	4430755	63892387	156692008	82.79%
NA	SRR7621283	PRJNA480287	P5	PE	182683199	182683199					21571575	4432818	63900733	156678806	82.80%
NA	SRR7621283	PRJNA480287	P10	PE	182681347	182681347					21571225	4432904	63900688	156677218	82.80%
NA	SRR7621283	PRJNA480287	P20	PE	179324164	179324164					20947418	8547538	58962036	149829208	84.98%
NA	SRR7621284	PRJNA480287	untrimmed	PE	242933308	242933308					27677173	5669711	86584391	209586424	83.06%
NA	SRR7621284	PRJNA480287	adapter_only	PE	242585170	242585170					27664153	5675624	86554871	209245393	83.11%
NA	SRR7621284	PRJNA480287	P5	PE	242583082	242583082					27660694	5687400	86547892	209234988	83.11%
NA	SRR7621284	PRJNA480287	P10	PE	239688190	239688190					27318765	9153660	82014711	203215765	84.74%
NA	SRR7621286	PRJNA480287	untrmd_SRR7621286	PE	177497432	177497432					13519769	2913740	69322674	161063923	83.22%
NA	SRR7621286	PRJNA480287	SRR7621286_trimmomatic_adapter	PE	177165621	177165621					13548738	2924184	69319784	160692699	83.39%
NA	SRR7621286	PRJNA480287	SRR7621286_trimmomatic_P5	PE	177157503	177157503					13549630	2925573	69327601	160682300	83.40%
NA	SRR7621286	PRJNA480287	SRR7621286_trimmomatic_P10	PE	177155742	177155742					13549314	2925672	69327419	160680756	83.41%
NA	SRR7621286	PRJNA480287	SRR7621286_trimmomatic_P20	PE	173537582	173537582					13374932	7281309	63341707	152881341	85.71%
NA	SRR7621286	PRJNA480287	untrimmed	PE	177497432	177497432					13519769	2913740	69322674	161063923	83.22%
NA	SRR7621286	PRJNA480287	adapter_only	PE	177165621	177165621					13548738	2924184	69319784	160692699	83.39%
NA	SRR7621286	PRJNA480287	P5	PE	177157503	177157503					13549630	2925573	69327601	160682300	83.40%
NA	SRR7621286	PRJNA480287	P10	PE	177155742	177155742					13549314	2925672	69327419	160680756	83.41%
NA	SRR7621286	PRJNA480287	P20	PE	173537582	173537582					13374932	7281309	63341707	152881341	85.71%
NA	SRR7621287	PRJNA480287	untrimmed	PE	241616927	241616927					17445044	3773781	96192192	220398102	83.68%
NA	SRR7621287	PRJNA480287	SRR7621287_trimmomatic_adapter	PE	241616927	241616927					17445044	3773781	96192192	220398102	83.68%
NA	SRR7621287	PRJNA480287	SRR7621287_trimmomatic_P5	PE	241339284	241339284					17437392	3779041	96166207	220122851	83.72%
NA	SRR7621287	PRJNA480287	SRR7621287_trimmomatic_P10	PE	241337639	241337639					17435371	3788034	96160399	220114234	83.72%
NA	SRR7621287	PRJNA480287	SRR7621287_trimmomatic_P20	PE	237637314	237637314					17479840	7942045	90017841	212215429	85.59%
NA	SRR7621287	PRJNA480287	adapter_only	PE	241339284	241339284					17437392	3779041	96166207	220122851	83.72%
NA	SRR7621287	PRJNA480287	P5	PE	241337639	241337639					17435371	3788034	96160399	220114234	83.72%
NA	SRR7621287	PRJNA480287	P10	PE	237637314	237637314					17479840	7942045	90017841	212215429	85.59%
NA	SRR7621288	PRJNA480287	untrmd_SRR7621288	PE	193005326	193005326					12475617	2384676	70193893	178145033	79.31%
NA	SRR7621288	PRJNA480287	SRR7621288_trimmomatic_adapter	PE	192613099	192613099					12627835	2426904	70189886	177558360	79.57%
NA	SRR7621288	PRJNA480287	SRR7621288_trimmomatic_P5	PE	192519698	192519698					12626102	2444931	70184679	177448665	79.59%
NA	SRR7621288	PRJNA480287	SRR7621288_trimmomatic_P10	PE	192509391	192509391					12626163	2445009	70184066	177438219	79.60%
NA	SRR7621288	PRJNA480287	SRR7621288_trimmomatic_P20	PE	190058398	190058398					12457471	5024766	67250648	172576161	81.59%
NA	SRR7621288	PRJNA480287	untrimmed	PE	425136117	425136117					27477493	5251033	154606598	392407591	79.31%
NA	SRR7621288	PRJNA480287	adapter_only	PE	192613099	192613099					12627835	2426904	70189886	177558360	79.57%
NA	SRR7621288	PRJNA480287	P5	PE	192519698	192519698					12626102	2444931	70184679	177448665	79.59%
NA	SRR7621288	PRJNA480287	P10	PE	192509391	192509391					12626163	2445009	70184066	177438219	79.60%
NA	SRR7621288	PRJNA480287	P20	PE	190058398	190058398					12457471	5024766	67250648	172576161	81.59%
NA	SRR7621289	PRJNA480287	SRR7621289_trimmomatic_P5	PE	411490978	411490978					28244021	5427784	147497420	377819173	79.06%
NA	SRR7621289	PRJNA480287	SRR7621289_trimmomatic_adapter	PE	420836766	420836766					28613416	5495193	149282556	386728157	78.69%
NA	SRR7621289	PRJNA480287	SRR7621289_trimmomatic_P10	PE	411487493	411487493					28242765	5427715	147498036	377817013	79.06%
NA	SRR7621289	PRJNA480287	SRR7621289_trimmomatic_P20	PE	411483441	411483441					28241358	5428069	147498004	377814014	79.06%
NA	SRR7621289	PRJNA480287	untrimmed	PE	420836766	420836766					28613416	5495193	149282556	386728157	78.69%
NA	SRR7621289	PRJNA480287	adapter_only	PE	411490978	411490978					28244021	5427784	147497420	377819173	79.06%
NA	SRR7621289	PRJNA480287	P5	PE	411487493	411487493					28242765	5427715	147498036	377817013	79.06%
NA	SRR7621289	PRJNA480287	P10	PE	411483441	411483441					28241358	5428069	147498004	377814014	79.06%
NA	SRR7621290	PRJNA480287	untrimmed	PE	257852558	257852558					17153536	3311927	93562179	237387095	79.52%
NA	SRR7621290	PRJNA480287	adapter_only	PE	257850781	257850781					16854105	3252082	93026913	237744594	79.03%
NA	SRR7621290	PRJNA480287	P5	PE	257820412	257820412					16853149	3237577	93022149	237729686	79.03%
NA	SRR7621291	PRJNA480287	untrmd_SRR7621291	PE	184483224	184483224					9437558	2103722	70462975	172941944	79.97%
NA	SRR7621291	PRJNA480287	SRR7621291_trimmomatic_adapter	PE	184324796	184324796					9523763	2128360	70461000	172672673	80.10%
NA	SRR7621291	PRJNA480287	SRR7621291_trimmomatic_P5	PE	184271972	184271972					9529140	2132091	70536373	172610741	80.15%
NA	SRR7621291	PRJNA480287	SRR7621291_trimmomatic_P10	PE	184271439	184271439					9528235	2138521	70534438	172604683	80.16%
NA	SRR7621291	PRJNA480287	SRR7621291_trimmomatic_P20	PE	181109452	181109452					9541445	5619310	66019573	165948697	82.63%
NA	SRR7621291	PRJNA480287	untrimmed	PE	260918262	260918262					13480046	3011873	99739218	244426343	80.09%
NA	SRR7621291	PRJNA480287	adapter_only	PE	184324796	184324796					9523763	2128360	70461000	172672673	80.10%
NA	SRR7621291	PRJNA480287	P5	PE	184271972	184271972					9529140	2132091	70536373	172610741	80.15%
NA	SRR7621291	PRJNA480287	P10	PE	184271439	184271439					9528235	2138521	70534438	172604683	80.16%
NA	SRR7621291	PRJNA480287	P20	PE	181109452	181109452					9541445	5619310	66019573	165948697	82.63%
NA	SRR7621292	PRJNA480287	SRR7621292_trimmomatic_adapter	PE	259518577	259518577					13383738	2988791	99268392	243146048	80.10%
NA	SRR7621292	PRJNA480287	SRR7621292_trimmomatic_P5	PE	259418257	259418257					13387033	2991859	99335743	243039365	80.15%
NA	SRR7621292	PRJNA480287	SRR7621292_trimmomatic_P10	PE	259418104	259418104					13386147	3000538	99334586	243031419	80.16%
NA	SRR7621292	PRJNA480287	SRR7621292_trimmomatic_P20	PE	254913826	254913826					13431692	7799100	92983553	233683034	82.57%
NA	SRR7621292	PRJNA480287	untrimmed	PE	259518577	259518577					13383738	2988791	99268392	243146048	80.10%
NA	SRR7621292	PRJNA480287	adapter_only	PE	259418257	259418257					13387033	2991859	99335743	243039365	80.15%
NA	SRR7621292	PRJNA480287	P5	PE	259418104	259418104					13386147	3000538	99334586	243031419	80.16%
NA	SRR7621292	PRJNA480287	P10	PE	254913826	254913826					13431692	7799100	92983553	233683034	82.57%
NA	SRR7621293	PRJNA480287	SRR7621293_trimmomatic_adapter	PE	256503669	256503669					13090081	2935879	97985253	240477709	80.03%
NA	SRR7621293	PRJNA480287	SRR7621293_trimmomatic_P5	PE	255228611	255228611					13109268	2956198	98074731	239163145	80.29%
NA	SRR7621293	PRJNA480287	SRR7621293_trimmomatic_P10	PE	255221394	255221394					13109212	2957150	98077568	239155032	80.30%
NA	SRR7621293	PRJNA480287	SRR7621293_trimmomatic_P20	PE	250952427	250952427					13161069	7842949	91579956	229948409	82.64%
NA	SRR7621293	PRJNA480287	untrimmed	PE	256503669	256503669					13090081	2935879	97985253	240477709	80.03%
NA	SRR7621293	PRJNA480287	adapter_only	PE	255228611	255228611					13109268	2956198	98074731	239163145	80.29%
NA	SRR7621293	PRJNA480287	P5	PE	255221394	255221394					13109212	2957150	98077568	239155032	80.30%
NA	SRR7621293	PRJNA480287	P10	PE	250952427	250952427					13161069	7842949	91579956	229948409	82.64%
NA	SRR7621294	PRJNA480287	untrimmed	PE	245042333	245042333					14702897	3773023	102854208	226566413	83.23%
NA	SRR7621294	PRJNA480287	SRR7621294_trimmomatic_adapter	PE	245042333	245042333					14702897	3773023	102854208	226566413	83.23%
NA	SRR7621294	PRJNA480287	SRR7621294_trimmomatic_P5	PE	243607225	243607225					14703823	3809712	102858691	225093690	83.49%
NA	SRR7621294	PRJNA480287	SRR7621294_trimmomatic_P10	PE	243605598	243605598					14704889	3822703	102858332	225078006	83.50%
NA	SRR7621294	PRJNA480287	SRR7621294_trimmomatic_P20	PE	238107615	238107615					15338206	10013164	93607655	212756245	86.17%
NA	SRR7621294	PRJNA480287	adapter_only	PE	243607225	243607225					14703823	3809712	102858691	225093690	83.49%
NA	SRR7621294	PRJNA480287	P5	PE	243605598	243605598					14704889	3822703	102858332	225078006	83.50%
NA	SRR7621294	PRJNA480287	P10	PE	238107615	238107615					15338206	10013164	93607655	212756245	86.17%
NA	SRR7621295	PRJNA480287	untrmd_SRR7621295	PE	193664331	193664331					27418949	6413714	63936965	159831668	82.69%
NA	SRR7621295	PRJNA480287	SRR7621295_trimmomatic_adapter	PE	193293547	193293547					27527981	6461040	63920533	159304526	82.92%
NA	SRR7621295	PRJNA480287	SRR7621295_trimmomatic_P5	PE	193197369	193197369					27525066	6480139	63915452	159192164	82.94%
NA	SRR7621295	PRJNA480287	SRR7621295_trimmomatic_P10	PE	193187093	193187093					27525103	6480279	63914862	159181711	82.94%
NA	SRR7621295	PRJNA480287	SRR7621295_trimmomatic_P20	PE	190923354	190923354					27083572	9089280	61086373	154750502	84.62%
NA	SRR7621295	PRJNA480287	untrimmed	PE	375057630	375057630					53409022	12539875	124017578	309108733	82.92%
NA	SRR7621295	PRJNA480287	adapter_only	PE	193293547	193293547					27527981	6461040	63920533	159304526	82.92%
NA	SRR7621295	PRJNA480287	P5	PE	193197369	193197369					27525066	6480139	63915452	159192164	82.94%
NA	SRR7621295	PRJNA480287	P10	PE	193187093	193187093					27525103	6480279	63914862	159181711	82.94%
NA	SRR7621295	PRJNA480287	P20	PE	190923354	190923354					27083572	9089280	61086373	154750502	84.62%
NA	SRR7621296	PRJNA480287	SRR7621296_trimmomatic_adapter	PE	374530523	374530523					55136580	12939390	120008853	306454553	82.18%
NA	SRR7621296	PRJNA480287	SRR7621296_trimmomatic_P5	PE	366405687	366405687					54439749	12795969	118539731	299169969	82.56%
NA	SRR7621296	PRJNA480287	SRR7621296_trimmomatic_P10	PE	366402545	366402545					54438736	12795992	118539850	299167817	82.56%
NA	SRR7621296	PRJNA480287	SRR7621296_trimmomatic_P20	PE	366398795	366398795					54437383	12796446	118539696	299164966	82.56%
NA	SRR7621296	PRJNA480287	untrimmed	PE	374530523	374530523					55136580	12939390	120008853	306454553	82.18%
NA	SRR7621296	PRJNA480287	adapter_only	PE	366405687	366405687					54439749	12795969	118539731	299169969	82.56%
NA	SRR7621296	PRJNA480287	P5	PE	366402545	366402545					54438736	12795992	118539850	299167817	82.56%
NA	SRR7621296	PRJNA480287	P10	PE	366398795	366398795					54437383	12796446	118539696	299164966	82.56%
NA	SRR7621297	PRJNA480287	untrimmed	PE	228529605	228529605					32708006	7656691	74947912	188164908	82.57%
NA	SRR7621297	PRJNA480287	adapter_only	PE	224483013	224483013					32437535	7605075	74276957	184440403	82.94%
NA	SRR7621297	PRJNA480287	P5	PE	224481099	224481099					32433436	7616998	74270406	184430665	82.94%
NA	SRR7621297	PRJNA480287	P10	PE	224455358	224455358					32431482	7603466	74266581	184420410	82.94%
NA	SRR7621298	PRJNA480287	SRR7621298_trimmomatic_adapter	PE	375909388	375909388					41921902	8501943	94313877	325485543	71.67%
NA	SRR7621298	PRJNA480287	SRR7621298_trimmomatic_P5	PE	370180134	370180134					41582180	8433344	93633881	320164610	71.95%
NA	SRR7621298	PRJNA480287	SRR7621298_trimmomatic_P10	PE	370177482	370177482					41580155	8437546	93632510	320159781	71.95%
NA	SRR7621298	PRJNA480287	SRR7621298_trimmomatic_P20	PE	370165609	370165609					41578772	8435708	93632238	320151129	71.95%
NA	SRR7621298	PRJNA480287	untrimmed	PE	376987998	376987998					40443678	8019188	94927400	328525132	71.17%
NA	SRR7621298	PRJNA480287	adapter_only	PE	375909388	375909388					42319073	8618524	94845653	324971791	72.01%
NA	SRR7621298	PRJNA480287	P5	PE	370177482	370177482					41580155	8437546	93632510	320159781	71.95%
NA	SRR7621298	PRJNA480287	P10	PE	370165609	370165609					41578772	8435708	93632238	320151129	71.95%
NA	SRR7621299	PRJNA480287	SRR7621299_trimmomatic_adapter	PE	389763090	389763090					44488185	9066208	94533394	336208697	70.96%
NA	SRR7621299	PRJNA480287	SRR7621299_trimmomatic_P5	PE	382689435	382689435					43984571	8966548	93540307	329738316	71.22%
NA	SRR7621299	PRJNA480287	SRR7621299_trimmomatic_P10	PE	382686248	382686248					43982960	8966454	93542564	329736834	71.22%
NA	SRR7621299	PRJNA480287	SRR7621299_trimmomatic_P20	PE	382682156	382682156					43980990	8966794	93544574	329734372	71.22%
NA	SRR7621299	PRJNA480287	untrimmed	PE	389763090	389763090					45118547	9253753	95120543	335390790	71.40%
NA	SRR7621299	PRJNA480287	adapter_only	PE	382689435	382689435					43984571	8966548	93540307	329738316	71.22%
NA	SRR7621299	PRJNA480287	P5	PE	382686248	382686248					43982960	8966454	93542564	329736834	71.22%
NA	SRR7621299	PRJNA480287	P10	PE	382682156	382682156					43980990	8966794	93544574	329734372	71.22%
NA	SRR7621300	PRJNA480287	untrimmed	PE	230766120	230766120					25846886	5268378	57467151	199650856	71.51%
NA	SRR7621300	PRJNA480287	adapter_only	PE	230733572	230733572					25845064	5254138	57464181	199634370	71.51%
NA	SRR7621301	PRJNA480287	untrmd_SRR7621301	PE	194383052	194383052					25269258	5799635	66608119	163314159	82.30%
NA	SRR7621301	PRJNA480287	SRR7621301_trimmomatic_adapter	PE	192966274	192966274					25542795	5901230	66568563	161522249	83.08%
NA	SRR7621301	PRJNA480287	SRR7621301_trimmomatic_P5	PE	192870538	192870538					25539989	5920040	66563209	161410509	83.10%
NA	SRR7621301	PRJNA480287	SRR7621301_trimmomatic_P10	PE	192860531	192860531					25539917	5920276	66562484	161400338	83.11%
NA	SRR7621301	PRJNA480287	SRR7621301_trimmomatic_P20	PE	190696137	190696137					25194494	8420457	63580705	157081186	84.66%
NA	SRR7621301	PRJNA480287	untrimmed	PE	194383052	194383052					25269258	5799635	66608119	163314159	82.30%
NA	SRR7621301	PRJNA480287	adapter_only	PE	192966274	192966274					25542795	5901230	66568563	161522249	83.08%
NA	SRR7621301	PRJNA480287	P5	PE	192870538	192870538					25539989	5920040	66563209	161410509	83.10%
NA	SRR7621301	PRJNA480287	P10	PE	192860531	192860531					25539917	5920276	66562484	161400338	83.11%
NA	SRR7621301	PRJNA480287	P20	PE	190696137	190696137					25194494	8420457	63580705	157081186	84.66%
NA	SRR7621302	PRJNA480287	SRR7621302_trimmomatic_adapter	SE	398096258			256670717	75127858	66297683					83.35%
NA	SRR7621302	PRJNA480287	SRR7621302_trimmomatic_P5	SE	398093679			256687505	75140125	66266049					83.35%
NA	SRR7621302	PRJNA480287	SRR7621302_trimmomatic_P10	SE	398093679			256688326	75142306	66263047					83.35%
NA	SRR7621302	PRJNA480287	SRR7621302_trimmomatic_P20	SE	396667704			251006901	85238895	60421908					84.77%
NA	SRR7621302	PRJNA480287	untrimmed	PE	401289004	401289004					54576551	12592483	133357826	334119970	81.81%
NA	SRR7621302	PRJNA480287	adapter_only	SE	398093679			256687505	75140125	66266049					83.35%
NA	SRR7621302	PRJNA480287	P5	SE	398093679			256688326	75142306	66263047					83.35%
NA	SRR7621302	PRJNA480287	P10	SE	396667704			251006901	85238895	60421908					84.77%
NA	SRR7621303	PRJNA480287	untrimmed	PE	244621080	244621080					32761980	7579346	83701629	204279754	82.96%
NA	SRR7621303	PRJNA480287	adapter_only	PE	244268477	244268477					32746097	7583789	83674305	203938591	83.01%
NA	SRR7621303	PRJNA480287	P5	PE	244266328	244266328					32742192	7595060	83667923	203929076	83.01%
NA	SRR7621303	PRJNA480287	P10	PE	241222705	241222705					32327907	11023820	79282323	197870978	84.57%
NA	SRR7621305	PRJNA480287	untrimmed	PE	109468863	109468863					25621661	9380999	14210378	74466203	71.30%
NA	SRR7621305	PRJNA480287	adapter_only	PE	109454053	109454053					25619557	9380509	14210228	74453987	71.30%
NA	SRR7621305	PRJNA480287	P5	PE	108623533	108623533					25008837	10424971	14043740	73189725	73.28%
NA	SRR7621307	PRJNA480287	SRR7621307_trimmomatic_P5	PE	158892289	158892289					27624753	9285332	30515176	121982204	73.48%
NA	SRR7621307	PRJNA480287	SRR7621307_trimmomatic_P10	PE	158871185	158871185					27622247	9284821	30514398	121964117	73.48%
NA	SRR7621307	PRJNA480287	SRR7621307_trimmomatic_P20	PE	157385290	157385290					26876221	11083262	29563422	119425807	75.42%
NA	SRR7621307	PRJNA480287	untrimmed	PE	158892289	158892289					27624753	9285332	30515176	121982204	73.48%
NA	SRR7621307	PRJNA480287	adapter_only	PE	158871185	158871185					27622247	9284821	30514398	121964117	73.48%
NA	SRR7621307	PRJNA480287	P5	PE	157385290	157385290					26876221	11083262	29563422	119425807	75.42%
NA	SRR7621309	PRJNA480287	untrmd_SRR7621309	PE	172980066	172980066					30136784	6723055	50721054	136120227	81.74%
NA	SRR7621309	PRJNA480287	SRR7621309_trimmomatic_adapter	PE	172925599	172925599					30266376	6772733	50695507	135886490	81.85%
NA	SRR7621309	PRJNA480287	SRR7621309_trimmomatic_P5	PE	172889241	172889241					30274383	6777315	50714318	135837543	81.89%
NA	SRR7621309	PRJNA480287	SRR7621309_trimmomatic_P10	PE	172874080	172874080					30273376	6777255	50713123	135823449	81.89%
NA	SRR7621309	PRJNA480287	SRR7621309_trimmomatic_P20	PE	169399641	169399641					28877555	10761600	47321813	129760486	84.47%
NA	SRR7621309	PRJNA480287	untrimmed	PE	285530309	285530309					49990831	11191389	83759991	224348089	81.89%
NA	SRR7621309	PRJNA480287	adapter_only	PE	172925599	172925599					30266376	6772733	50695507	135886490	81.85%
NA	SRR7621309	PRJNA480287	P5	PE	172889241	172889241					30274383	6777315	50714318	135837543	81.89%
NA	SRR7621309	PRJNA480287	P10	PE	172874080	172874080					30273376	6777255	50713123	135823449	81.89%
NA	SRR7621309	PRJNA480287	P20	PE	169399641	169399641					28877555	10761600	47321813	129760486	84.47%
NA	SRR7621310	PRJNA480287	untrmd_SRR7621310	PE	169564574	169564574					20189337	4483050	55672463	144892187	80.75%
NA	SRR7621310	PRJNA480287	SRR7621310_trimmomatic_adapter	PE	169535919	169535919					20240914	4502827	55662925	144792178	80.80%
NA	SRR7621310	PRJNA480287	SRR7621310_trimmomatic_P5	PE	169499486	169499486					20245768	4506596	55682984	144747122	80.84%
NA	SRR7621310	PRJNA480287	SRR7621310_trimmomatic_P10	PE	169484865	169484865					20245134	4506623	55681640	144733108	80.84%
NA	SRR7621310	PRJNA480287	SRR7621310_trimmomatic_P20	PE	165128029	165128029					19257057	9223533	51059527	136647439	83.91%
NA	SRR7621310	PRJNA480287	untrimmed	PE	274748199	274748199					32811970	7295050	90200435	234641179	80.80%
NA	SRR7621310	PRJNA480287	adapter_only	PE	169535919	169535919					20240914	4502827	55662925	144792178	80.80%
NA	SRR7621310	PRJNA480287	P5	PE	169499486	169499486					20245768	4506596	55682984	144747122	80.84%
NA	SRR7621310	PRJNA480287	P10	PE	169484865	169484865					20245134	4506623	55681640	144733108	80.84%
NA	SRR7621310	PRJNA480287	P20	PE	165128029	165128029					19257057	9223533	51059527	136647439	83.91%
NA	SRR7621311	PRJNA480287	untrmd_SRR7621311	PE	170137901	170137901					27474026	6277347	54756052	136386528	83.10%
NA	SRR7621311	PRJNA480287	SRR7621311_trimmomatic_adapter	PE	170059913	170059913					27608709	6325563	54731715	136125641	83.22%
NA	SRR7621311	PRJNA480287	SRR7621311_trimmomatic_P5	PE	170023270	170023270					27615493	6329942	54750966	136077835	83.26%
NA	SRR7621311	PRJNA480287	SRR7621311_trimmomatic_P10	PE	170008483	170008483					27614660	6329856	54749384	136063967	83.27%
NA	SRR7621311	PRJNA480287	SRR7621311_trimmomatic_P20	PE	166028928	166028928					26186306	10851283	50233683	128991339	85.98%
NA	SRR7621311	PRJNA480287	untrimmed	PE	305372031	305372031					49308943	11268887	98279386	244794201	83.10%
NA	SRR7621311	PRJNA480287	adapter_only	PE	305232120	305232120					49549902	11355806	98236057	244326412	83.22%
