job_id	srr_id	project_id	mode	layout	total_reads	paired_reads	unpaired_reads	aligned_exactly_1	aligned_gt1	aligned_0	concordant_exactly_1	concordant_gt1	discordant_1	pairs_0_concordant	overall_alignment_rate
NA	SRR7621311	PRJNA480287	P5	PE	170023270	170023270					27615493	6329942	54750966	136077835	83.26%
NA	SRR7621311	PRJNA480287	P10	PE	170008483	170008483					27614660	6329856	54749384	136063967	83.27%
NA	SRR7621311	PRJNA480287	P20	PE	166028928	166028928					26186306	10851283	50233683	128991339	85.98%
NA	SRR11563709	PRJNA625628	untrimmed	PE	189347605	189347605					62625138	54371533	9356825	72350934	76.89%
NA	SRR11563709	PRJNA625628	adapter_only	PE	189346103	189346103					62576310	54328312	9405513	72441481	76.89%
NA	SRR11563709	PRJNA625628	P5	PE	189342199	189342199					62617282	54363957	9450365	72360960	76.95%
NA	SRR11563709	PRJNA625628	P10	PE	187651865	187651865					61740361	55977625	9813127	69933879	78.84%
NA	SRR11563711	PRJNA625628	untrimmed	PE	209712588	209712588					77571537	42588873	12200621	89552178	72.74%
NA	SRR11563711	PRJNA625628	adapter_only	PE	209710915	209710915					77535789	42569406	12236656	89605720	72.74%
NA	SRR11563711	PRJNA625628	P5	PE	209706412	209706412					77570512	42587388	12280731	89548512	72.79%
NA	SRR11563711	PRJNA625628	P10	PE	207010362	207010362					76205949	44318543	12819539	86485870	74.94%
NA	SRR11563712	PRJNA625628	untrimmed	PE	184596490	184596490					60939703	54986998	9055050	68669789	77.64%
NA	SRR11563712	PRJNA625628	adapter_only	PE	184591558	184591558					60973085	55011803	9088391	68606670	77.69%
NA	SRR11563712	PRJNA625628	P5	PE	182489377	182489377					59577090	57147570	9381597	65764717	79.96%
NA	SRR11563713	PRJNA625628	untrimmed	PE	193519831	193519831					51204847	47698509	13346152	94616475	69.87%
NA	SRR11563713	PRJNA625628	adapter_only	PE	193029773	193029773					62469577	60361173	9216504	70199023	78.58%
NA	SRR11563713	PRJNA625628	P5	PE	193027887	193027887					62432959	60319387	9253002	70275541	78.58%
NA	SRR11563713	PRJNA625628	P10	PE	193024186	193024186					62460055	60342216	9282183	70221915	78.61%
NA	SRR11563713	PRJNA625628	P20	PE	191131075	191131075					61189452	62069536	9664344	67872087	80.51%
NA	SRR11563714	PRJNA625628	untrimmed	PE	117865908	117865908					42633512	23445406	6978971	51786990	71.63%
NA	SRR11563714	PRJNA625628	adapter_only	PE	117863505	117863505					42658803	23457097	7009949	51747605	71.70%
NA	SRR11563714	PRJNA625628	P5	PE	116846632	116846632					42154908	24465069	7380436	50226655	74.03%
NA	SRR11563715	PRJNA625628	untrimmed	PE	191215985	191215985					65281743	55523076	9666807	70411166	77.87%
NA	SRR11563715	PRJNA625628	adapter_only	PE	191210511	191210511					65323331	55556160	9702646	70331020	77.92%
NA	SRR11563715	PRJNA625628	P5	PE	189541970	189541970					64292411	57161192	10105757	68088367	79.79%
NA	SRR11563717	PRJNA625628	untrimmed	PE	244885124	244885124					80280029	45425369	16015286	119179726	68.41%
NA	SRR11563717	PRJNA625628	SRR11563717_trimmomatic_adapter	PE	244885124	244885124					80280029	45425369	16015286	119179726	68.41%
NA	SRR11563717	PRJNA625628	SRR11563717_trimmomatic_P5	PE	244882329	244882329					80209777	45388478	16085776	119284074	68.41%
NA	SRR11563717	PRJNA625628	SRR11563717_trimmomatic_P10	PE	244878072	244878072					80257572	45414869	16167933	119205631	68.50%
NA	SRR11563717	PRJNA625628	SRR11563717_trimmomatic_P20	PE	243034468	243034468					79862297	46932495	17242532	116239676	70.97%
NA	SRR11563717	PRJNA625628	adapter_only	PE	244882329	244882329					80209777	45388478	16085776	119284074	68.41%
NA	SRR11563717	PRJNA625628	P5	PE	244878072	244878072					80257572	45414869	16167933	119205631	68.50%
NA	SRR11563717	PRJNA625628	P10	PE	243034468	243034468					79862297	46932495	17242532	116239676	70.97%
NA	SRR11563718	PRJNA625628	untrimmed	PE	174246664	174246664					56631138	53140205	8163697	64475321	77.68%
NA	SRR11563718	PRJNA625628	adapter_only	PE	174245608	174245608					56602434	53112377	8192321	64530797	77.69%
NA	SRR11563718	PRJNA625628	P5	PE	174239698	174239698					56643183	53144889	8228701	64451626	77.75%
NA	SRR11563718	PRJNA625628	P10	PE	171869776	171869776					55582011	54629413	9175605	61658352	80.35%
NA	SRR29555953	PRJNA734133	untrimmed	PE	287366268	287366268					23570760	4440381	1449844	259355127	11.76%
NA	SRR29555953	PRJNA734133	adapter_only	PE	287284654	287284654					23571524	4440173	1451088	259272957	11.76%
NA	SRR29555953	PRJNA734133	P5	PE	287283099	287283099					23571498	4440499	1451100	259271102	11.76%
NA	SRR29555953	PRJNA734133	P10	PE	286320624	286320624					23593994	4939713	1511169	257786917	12.92%
NA	SRR29555953	PRJNA734133	P20	PE	231413817	231413817					16634093	17055878	346709	197723846	35.67%
NA	SRR29555954	PRJNA734133	untrimmed	PE	237459796	237459796					10967019	1623869	828751	224868908	7.31%
NA	SRR29555954	PRJNA734133	adapter_only	PE	237331550	237331550					10967429	1623440	829648	224740681	7.30%
NA	SRR29555954	PRJNA734133	P5	PE	237330343	237330343					10967447	1623708	829646	224739188	7.30%
NA	SRR29555954	PRJNA734133	P10	PE	236568481	236568481					10966223	2000807	900010	223601451	8.49%
NA	SRR29555954	PRJNA734133	P20	PE	191146358	191146358					7305305	12095055	244666	171745998	32.24%
NA	SRR29555955	PRJNA734133	untrimmed	PE	308484418	308484418					12154215	1887069	916935	294443134	6.08%
NA	SRR29555955	PRJNA734133	SRR29555955_trimmomatic_P5	PE	308484418	308484418					12154333	1887196	916909	294442889	6.08%
NA	SRR29555955	PRJNA734133	SRR29555955_trimmomatic_P10	PE	308482631	308482631					12154532	1887574	916946	294440525	6.08%
NA	SRR29555955	PRJNA734133	SRR29555955_trimmomatic_P20	PE	307409826	307409826					12180131	2383217	1016545	292846478	7.28%
NA	SRR29555955	PRJNA734133	SRR29555955_trimmomatic_P35	PE	248045336	248045336					8348840	15271328	276830	224425168	31.32%
NA	SRR29555955	PRJNA734133	adapter_only	PE	308482631	308482631					12154532	1887574	916946	294440525	6.08%
NA	SRR29555955	PRJNA734133	P5	PE	307409826	307409826					12180131	2383217	1016545	292846478	7.28%
NA	SRR29555955	PRJNA734133	P10	PE	248045336	248045336					8348840	15271328	276830	224425168	31.32%
NA	SRR29555957	PRJNA734133	untrimmed	PE	155603483	155603483					2979700	1005663	5888703	151618120	8.95%
NA	SRR29555957	PRJNA734133	SRR29555957_trimmomatic_adapter	PE	155603483	155603483					2979700	1005663	5888703	151618120	8.95%
NA	SRR29555957	PRJNA734133	SRR29555957_trimmomatic_P5	PE	145873197	145873197					2942368	1611022	5941767	141319807	10.36%
NA	SRR29555957	PRJNA734133	SRR29555957_trimmomatic_P10	PE	144933528	144933528					2935479	1632593	5901739	140365456	10.61%
NA	SRR29555957	PRJNA734133	SRR29555957_trimmomatic_P20	PE	136922592	136922592					2784518	4338305	3938820	129799769	18.98%
NA	SRR29555957	PRJNA734133	SRR29555957_trimmomatic_P35	PE	68657776	68657776					1659086	10160802	538692	56837888	42.30%
NA	SRR29555957	PRJNA734133	adapter_only	PE	145873197	145873197					2942368	1611022	5941767	141319807	10.36%
NA	SRR29555957	PRJNA734133	P5	PE	144933528	144933528					2935479	1632593	5901739	140365456	10.61%
NA	SRR29555957	PRJNA734133	P10	PE	136922592	136922592					2784518	4338305	3938820	129799769	18.98%
NA	SRR29555957	PRJNA734133	P20	PE	68657776	68657776					1659086	10160802	538692	56837888	42.30%
NA	SRR29555958	PRJNA734133	SRR29555958_trimmomatic_adapter	PE	147139937	147139937					2568468	999479	5897404	143571990	9.02%
NA	SRR29555958	PRJNA734133	SRR29555958_trimmomatic_P5	PE	138410166	138410166					2584073	1578435	5967725	134247658	10.41%
NA	SRR29555958	PRJNA734133	SRR29555958_trimmomatic_P10	PE	137597899	137597899					2579472	1599017	5929981	133419410	10.67%
NA	SRR29555958	PRJNA734133	SRR29555958_trimmomatic_P20	PE	129940639	129940639					2555769	4086414	4009376	123298456	18.86%
NA	SRR29555958	PRJNA734133	SRR29555958_trimmomatic_P35	PE	61705361	61705361					1545910	9153682	507798	51005769	42.15%
NA	SRR29555958	PRJNA734133	untrimmed	PE	147139937	147139937					2568468	999479	5897404	143571990	9.02%
NA	SRR29555958	PRJNA734133	adapter_only	PE	138410166	138410166					2584073	1578435	5967725	134247658	10.41%
NA	SRR29555958	PRJNA734133	P5	PE	137597899	137597899					2579472	1599017	5929981	133419410	10.67%
NA	SRR29555958	PRJNA734133	P10	PE	129940639	129940639					2555769	4086414	4009376	123298456	18.86%
NA	SRR29555958	PRJNA734133	P20	PE	61705361	61705361					1545910	9153682	507798	51005769	42.15%
NA	SRR16216966	PRJNA767228	untrimmed	PE	35917643	35917643					11223698	14101812	2807864	10592133	88.76%
NA	SRR16216966	PRJNA767228	adapter_only	PE	35917252	35917252					11229235	14107424	2808790	10580593	88.79%
NA	SRR16216966	PRJNA767228	P5	PE	35815556	35815556					11328068	14274685	2692162	10212803	89.32%
NA	SRR16216973	PRJNA767228	untrimmed	PE	32719852	32719852					11491462	8360507	1547120	12867883	75.07%
NA	SRR16216973	PRJNA767228	adapter_only	PE	32718948	32718948					11495971	8362621	1549332	12860356	75.10%
NA	SRR16216973	PRJNA767228	P5	PE	32536804	32536804					11450387	8531774	1614516	12554643	76.54%
NA	SRR17165230	PRJNA786266	untrimmed	SE	303713288			164682662	113943225	25087401					91.74%
NA	SRR17165230	PRJNA786266	adapter_only	SE	302168486			162383224	120459222	19326040					93.60%
NA	SRR17165231	PRJNA786266	untrimmed	SE	358143629			186731291	129986564	41425774					88.43%
NA	SRR17165231	PRJNA786266	adapter_only	SE	358143515			186729067	130007330	41407118					88.44%
NA	SRR17165231	PRJNA786266	P5	SE	358132776			186726203	130010328	41396245					88.44%
NA	SRR17165231	PRJNA786266	P10	SE	355303329			181309540	144086231	29907558					91.58%
NA	SRR17165231	PRJNA786266	P20	SE	266119230			73262036	183444339	9412855					96.46%
NA	SRR19842869	PRJNA786266	untrimmed	SE	385568884			193131806	134470596	57966482					84.97%
NA	SRR19842869	PRJNA786266	adapter_only	SE	385568857			193132035	134470956	57965866					84.97%
NA	SRR19842869	PRJNA786266	P5	SE	384430925			192270442	141460026	50700457					86.81%
NA	SRR19842869	PRJNA786266	P10	SE	328623789			110600462	193535112	24488215					92.55%
NA	SRR19842870	PRJNA786266	untrimmed	SE	309172444			159474681	111629860	38067903					87.69%
NA	SRR19842870	PRJNA786266	adapter_only	SE	309172271			159475834	111631176	38065261					87.69%
NA	SRR19842870	PRJNA786266	P5	SE	309172184			159475281	111631629	38065274					87.69%
NA	SRR19842870	PRJNA786266	P10	SE	308176838			157678487	117477288	33021063					89.29%
NA	SRR19842871	PRJNA786266	untrimmed	SE	382377378			195845186	142935593	43596599					88.60%
NA	SRR19842871	PRJNA786266	adapter_only	SE	382377250			195844706	142936083	43596461					88.60%
NA	SRR19842871	PRJNA786266	P5	SE	381231257			194270881	149667085	37293291					90.22%
NA	SRR19842871	PRJNA786266	P10	SE	328178636			107303770	196417735	24457131					92.55%
NA	SRR19240022	PRJNA838478	untrmd_SRR19240022	PE	70644889	70644889					23014141	19216182	3210788	28414566	79.54%
NA	SRR19240022	PRJNA838478	SRR19240022_trimmomatic_adapter	PE	70643535	70643535					23053656	19236493	3758527	28353386	83.06%
NA	SRR19240022	PRJNA838478	SRR19240022_trimmomatic_P5	PE	70643506	70643506					23051522	19234905	3758948	28357079	83.06%
NA	SRR19240022	PRJNA838478	SRR19240022_trimmomatic_P10	PE	70643019	70643019					23050985	19234628	3759137	28357406	83.06%
NA	SRR19240022	PRJNA838478	SRR19240022_trimmomatic_P20	PE	69487299	69487299					22485546	19564297	3656835	27437456	84.37%
NA	SRR19240022	PRJNA838478	untrimmed	PE	70644889	70644889					23014141	19216182	3210788	28414566	79.54%
NA	SRR19240022	PRJNA838478	adapter_only	PE	70643535	70643535					23053656	19236493	3758527	28353386	83.06%
NA	SRR19240022	PRJNA838478	P5	PE	70643506	70643506					23051522	19234905	3758948	28357079	83.06%
NA	SRR19240022	PRJNA838478	P10	PE	70643019	70643019					23050985	19234628	3759137	28357406	83.06%
NA	SRR19240022	PRJNA838478	P20	PE	69487299	69487299					22485546	19564297	3656835	27437456	84.37%
NA	SRR19240025	PRJNA838478	untrimmed	PE	71273571	71273571					11239085	25977986	2741229	34056500	76.30%
NA	SRR19240025	PRJNA838478	adapter_only	PE	71240803	71240803					11304174	26017936	3896009	33918693	81.34%
NA	SRR19240025	PRJNA838478	P5	PE	71240719	71240719					11303035	26010497	3897127	33927187	81.34%
NA	SRR19240025	PRJNA838478	P10	PE	71239095	71239095					11302804	26010159	3897035	33926132	81.34%
NA	SRR19240025	PRJNA838478	P20	PE	70006351	70006351					11362816	29391235	3779720	29252300	85.79%
NA	SRR19240026	PRJNA838478	untrimmed	PE	86952268	86952268					17310769	34895962	3295700	34745537	81.75%
NA	SRR19240026	PRJNA838478	adapter_only	PE	86951017	86951017					17359269	34919774	3955629	34671974	86.32%
NA	SRR19240026	PRJNA838478	P5	PE	86460344	86460344					17345862	34860826	3950623	34253656	86.48%
NA	SRR19240026	PRJNA838478	P10	PE	86456905	86456905					17344427	34858118	3950441	34254360	86.47%
NA	SRR19240026	PRJNA838478	P20	PE	86452331	86452331					17343644	34856679	3950263	34252008	86.48%
NA	SRR19240028	PRJNA838478	untrimmed	PE	73216617	73216617					14014876	21344604	3605937	37857137	75.95%
NA	SRR19240028	PRJNA838478	adapter_only	PE	73215764	73215764					14134091	21411591	6398506	37670082	86.91%
NA	SRR19240028	PRJNA838478	P5	PE	73215758	73215758					14132137	21401702	6400554	37681919	86.91%
NA	SRR19240028	PRJNA838478	P10	PE	73213288	73213288					14131773	21401247	6400338	37680268	86.91%
NA	SRR19240028	PRJNA838478	P20	PE	71637634	71637634					14100668	22227675	6046987	35309291	88.73%
NA	SRR19240030	PRJNA838478	untrmd_SRR19240030	PE	81774063	81774063					22317906	25011234	4127746	34444923	80.25%
NA	SRR19240030	PRJNA838478	SRR19240030_trimmomatic_adapter	PE	81769933	81769933					22363974	25034081	5212283	34371878	84.73%
NA	SRR19240030	PRJNA838478	SRR19240030_trimmomatic_P5	PE	81769909	81769909					22363978	25034075	5212288	34371856	84.73%
NA	SRR19240030	PRJNA838478	SRR19240030_trimmomatic_P10	PE	81769909	81769909					22364003	25034138	5212277	34371768	84.73%
NA	SRR19240030	PRJNA838478	SRR19240030_trimmomatic_P20	PE	81036485	81036485					22169592	25724766	5119961	33142127	85.90%
NA	SRR19240030	PRJNA838478	untrimmed	PE	81774063	81774063					22317906	25011234	4127746	34444923	80.25%
NA	SRR19240030	PRJNA838478	adapter_only	PE	81769933	81769933					22363974	25034081	5212283	34371878	84.73%
NA	SRR19240030	PRJNA838478	P5	PE	81769909	81769909					22363978	25034075	5212288	34371856	84.73%
NA	SRR19240030	PRJNA838478	P10	PE	81769909	81769909					22364003	25034138	5212277	34371768	84.73%
NA	SRR19240030	PRJNA838478	P20	PE	81036485	81036485					22169592	25724766	5119961	33142127	85.90%
NA	SRR22542111	PRJNA903521	untrmd_SRR22542111	PE	190323829	190323829					2671970	457804	56837	187194055	44.78%
NA	SRR22542111	PRJNA903521	SRR22542111_trimmomatic_adapter	PE	190268515	190268515					2673055	458716	56674	187136744	44.78%
NA	SRR22542111	PRJNA903521	SRR22542111_trimmomatic_P5	PE	190268175	190268175					2674161	458883	56710	187135131	44.79%
NA	SRR22542111	PRJNA903521	SRR22542111_trimmomatic_P10	PE	190263658	190263658					2545851	447112	55779	187270695	44.79%
NA	SRR22542111	PRJNA903521	SRR22542111_trimmomatic_P20	PE	189440970	189440970					1017010	412459	72944	188011501	44.87%
NA	SRR22542111	PRJNA903521	untrimmed	PE	492445758	492445758					6915113	1185986	146470	484344659	44.78%
NA	SRR22542111	PRJNA903521	adapter_only	PE	190268515	190268515					2673055	458716	56674	187136744	44.78%
NA	SRR22542111	PRJNA903521	P5	PE	190268175	190268175					2674161	458883	56710	187135131	44.79%
NA	SRR22542111	PRJNA903521	P10	PE	190263658	190263658					2545851	447112	55779	187270695	44.79%
NA	SRR22542111	PRJNA903521	P20	PE	189440970	189440970					1017010	412459	72944	188011501	44.87%
NA	SRR22542112	PRJNA903521	untrmd_SRR22542112	PE	192959760	192959760					2544020	440643	64972	189975097	42.36%
NA	SRR22542112	PRJNA903521	SRR22542112_trimmomatic_adapter	PE	192901383	192901383					2544894	441488	64840	189915001	42.37%
NA	SRR22542112	PRJNA903521	SRR22542112_trimmomatic_P5	PE	192901016	192901016					2546037	441628	64883	189913351	42.37%
NA	SRR22542112	PRJNA903521	SRR22542112_trimmomatic_P10	PE	192898298	192898298					2415862	429837	63683	190052599	42.36%
NA	SRR22542112	PRJNA903521	SRR22542112_trimmomatic_P20	PE	192228446	192228446					1019238	401353	78414	190807855	42.47%
NA	SRR22542112	PRJNA903521	untrimmed	PE	192959760	192959760					2544020	440643	64972	189975097	42.36%
NA	SRR22542112	PRJNA903521	adapter_only	PE	192901383	192901383					2544894	441488	64840	189915001	42.37%
NA	SRR22542112	PRJNA903521	P5	PE	192901016	192901016					2546037	441628	64883	189913351	42.37%
NA	SRR22542112	PRJNA903521	P10	PE	192898298	192898298					2415862	429837	63683	190052599	42.36%
NA	SRR22542112	PRJNA903521	P20	PE	192228446	192228446					1019238	401353	78414	190807855	42.47%
NA	SRR22542200	PRJNA903521	untrmd_SRR22542200	PE	183513454	183513454					1421056	187899	28417	181904499	42.05%
NA	SRR22542200	PRJNA903521	SRR22542200_trimmomatic_adapter	PE	183474053	183474053					1421261	188529	28560	181864263	42.05%
NA	SRR22542200	PRJNA903521	SRR22542200_trimmomatic_P5	PE	183473237	183473237					1422136	188627	28580	181862474	42.06%
NA	SRR22542200	PRJNA903521	SRR22542200_trimmomatic_P10	PE	183464669	183464669					1290582	177480	27335	181996607	42.05%
NA	SRR22542200	PRJNA903521	SRR22542200_trimmomatic_P20	PE	181979788	181979788					306952	304118	40912	181368718	42.87%
NA	SRR22542200	PRJNA903521	SRR22542200_trimmomatic_P35	PE	1	1					0	1	0	0	100.00%
NA	SRR22542200	PRJNA903521	untrimmed	PE	698272003	698272003					5403311	713810	108464	692154882	42.05%
NA	SRR22542200	PRJNA903521	adapter_only	PE	183474053	183474053					1421261	188529	28560	181864263	42.05%
NA	SRR22542200	PRJNA903521	P5	PE	183473237	183473237					1422136	188627	28580	181862474	42.06%
NA	SRR22542200	PRJNA903521	P10	PE	183464669	183464669					1290582	177480	27335	181996607	42.05%
NA	SRR22542200	PRJNA903521	P20	PE	181979788	181979788					306952	304118	40912	181368718	42.87%
NA	SRR22542200	PRJNA903521	P35	PE	1	1					0	1	0	0	100.00%
NA	SRR25734166	PRJNA976462	untrmd_SRR25734166	PE	314656734	314656734					1423454	1181469	41831	312051811	37.28%
NA	SRR25734166	PRJNA976462	SRR25734166_trimmomatic_adapter	PE	314564570	314564570					1424415	1182747	41789	311957408	37.29%
NA	SRR25734166	PRJNA976462	SRR25734166_trimmomatic_P5	PE	314564493	314564493					1424435	1182748	41790	311957310	37.29%
NA	SRR25734166	PRJNA976462	SRR25734166_trimmomatic_P10	PE	314564493	314564493					1424434	1182747	41790	311957312	37.29%
NA	SRR25734166	PRJNA976462	SRR25734166_trimmomatic_P20	PE	314564455	314564455					1424439	1182744	41794	311957272	37.29%
NA	SRR25734166	PRJNA976462	untrimmed	PE	560277769	560277769					2533773	2101713	74231	555642283	37.28%
NA	SRR25734166	PRJNA976462	adapter_only	PE	560113697	560113697					2535467	2103998	74163	555474232	37.29%
NA	SRR25734166	PRJNA976462	P5	PE	314564493	314564493					1424435	1182748	41790	311957310	37.29%
NA	SRR25734166	PRJNA976462	P10	PE	314564493	314564493					1424434	1182747	41790	311957312	37.29%
NA	SRR25734166	PRJNA976462	P20	PE	314564455	314564455					1424439	1182744	41794	311957272	37.29%
NA	SRR25734175	PRJNA976462	untrimmed	PE	239105426	239105426					3831555	13318306	810261	221955565	54.60%
NA	SRR25734300	PRJNA976462	untrimmed	PE	453250660	453250660					2178006	1178392	92963	449894262	37.30%
NA	SRR25734300	PRJNA976462	SRR25734300_trimmomatic_adapter	PE	453250660	453250660					2178006	1178392	92963	449894262	37.30%
NA	SRR25734300	PRJNA976462	SRR25734300_trimmomatic_P5	PE	453250518	453250518					2178041	1178395	92964	449894082	37.31%
NA	SRR25734300	PRJNA976462	SRR25734300_trimmomatic_P10	PE	453250444	453250444					2178047	1178398	92965	449893999	37.31%
NA	SRR25734300	PRJNA976462	SRR25734300_trimmomatic_P20	PE	453229316	453229316					2177975	1178376	92969	449872965	37.31%
NA	SRR25734300	PRJNA976462	adapter_only	PE	453250518	453250518					2178041	1178395	92964	449894082	37.31%
NA	SRR25734300	PRJNA976462	P5	PE	453250444	453250444					2178047	1178398	92965	449893999	37.31%
NA	SRR25734300	PRJNA976462	P10	PE	453229316	453229316					2177975	1178376	92969	449872965	37.31%
NA	SRR25734301	PRJNA976462	untrimmed	PE	701868301	701868301					8706333	4518400	344073	688643568	43.15%
NA	SRR25734301	PRJNA976462	adapter_only	PE	701660725	701660725					8713755	4524848	342574	688422122	43.15%
NA	SRR25734302	PRJNA976462	untrmd_SRR25734302	PE	317840964	317840964					1764380	848764	61777	315227820	40.48%
NA	SRR25734302	PRJNA976462	SRR25734302_trimmomatic_adapter	PE	317735513	317735513					1765179	849735	61719	315120599	40.49%
NA	SRR25734302	PRJNA976462	SRR25734302_trimmomatic_P5	PE	317735365	317735365					1765208	849758	61721	315120399	40.49%
NA	SRR25734302	PRJNA976462	SRR25734302_trimmomatic_P10	PE	317735365	317735365					1765218	849764	61721	315120383	40.49%
NA	SRR25734302	PRJNA976462	SRR25734302_trimmomatic_P20	PE	317734693	317734693					1765284	849797	61726	315119612	40.49%
NA	SRR25734302	PRJNA976462	untrimmed	PE	670694414	670694414					3727176	1793525	129849	665173713	40.49%
NA	SRR25734302	PRJNA976462	adapter_only	PE	317735513	317735513					1765179	849735	61719	315120599	40.49%
NA	SRR25734302	PRJNA976462	P5	PE	317735365	317735365					1765208	849758	61721	315120399	40.49%
NA	SRR25734302	PRJNA976462	P10	PE	317735365	317735365					1765218	849764	61721	315120383	40.49%
NA	SRR25734302	PRJNA976462	P20	PE	317734693	317734693					1765284	849797	61726	315119612	40.49%
NA	SRR25734444	PRJNA976462	untrmd_SRR25734444	PE	304468100	304468100					4319010	2124284	156544	298024806	43.61%
NA	SRR25734444	PRJNA976462	SRR25734444_trimmomatic_adapter	PE	304378593	304378593					4321917	2127164	155903	297929512	43.62%
NA	SRR25734444	PRJNA976462	SRR25734444_trimmomatic_P5	PE	304378462	304378462					4321960	2127175	155903	297929327	43.62%
NA	SRR25734444	PRJNA976462	SRR25734444_trimmomatic_P10	PE	304376381	304376381					4321947	2127166	155903	297927268	43.62%
NA	SRR25734444	PRJNA976462	SRR25734444_trimmomatic_P20	PE	304371804	304371804					4321783	2127118	155889	297922903	43.62%
NA	SRR25734444	PRJNA976462	untrimmed	PE	634074092	634074092					9001300	4430229	324660	620642563	43.62%
NA	SRR25734444	PRJNA976462	adapter_only	PE	304378593	304378593					4321917	2127164	155903	297929512	43.62%
NA	SRR25734444	PRJNA976462	P5	PE	304378462	304378462					4321960	2127175	155903	297929327	43.62%
NA	SRR25734444	PRJNA976462	P10	PE	304376381	304376381					4321947	2127166	155903	297927268	43.62%
NA	SRR25734444	PRJNA976462	P20	PE	304371804	304371804					4321783	2127118	155889	297922903	43.62%
NA	SRR25734445	PRJNA976462	SRR25734445_trimmomatic_adapter	PE	493854935	493854935					1758778	577190	47691	491518967	41.88%
NA	SRR25734445	PRJNA976462	SRR25734445_trimmomatic_P5	PE	493854736	493854736					1758840	577189	47691	491518707	41.88%
NA	SRR25734445	PRJNA976462	SRR25734445_trimmomatic_P10	PE	493854685	493854685					1758836	577187	47693	491518662	41.88%
NA	SRR25734445	PRJNA976462	SRR25734445_trimmomatic_P20	PE	493845767	493845767					1758847	577199	47696	491509721	41.88%
NA	SRR25734445	PRJNA976462	untrimmed	PE	493854935	493854935					1758778	577190	47691	491518967	41.88%
NA	SRR25734445	PRJNA976462	adapter_only	PE	493854736	493854736					1758840	577189	47691	491518707	41.88%
NA	SRR25734445	PRJNA976462	P5	PE	493854685	493854685					1758836	577187	47693	491518662	41.88%
NA	SRR25734445	PRJNA976462	P10	PE	493845767	493845767					1758847	577199	47696	491509721	41.88%
NA	SRR25734447	PRJNA976462	untrimmed	PE	426295174	426295174					2705892	908419	69785	422680863	41.02%
NA	SRR25734447	PRJNA976462	adapter_only	PE	426295071	426295071					2705907	908413	69785	422680751	41.02%
NA	SRR25734447	PRJNA976462	P5	PE	426295025	426295025					2705927	908417	69785	422680681	41.02%
NA	SRR25734447	PRJNA976462	P10	PE	426273312	426273312					2705944	908415	69797	422658953	41.02%
NA	SRR25735493	PRJNA976462	untrimmed	PE	217262977	217262977					3534193	12319330	796473	201409454	55.18%
NA	SRR25735599	PRJNA976462	untrimmed	PE	591145403	591145403					1116965	278566	28677	589749872	40.91%
NA	SRR25735599	PRJNA976462	SRR25735599_trimmomatic_adapter	PE	590902927	590902927					1117742	279559	28659	589505626	40.92%
NA	SRR25735599	PRJNA976462	SRR25735599_trimmomatic_P5	PE	590902718	590902718					1117789	279545	28662	589505384	40.92%
NA	SRR25735599	PRJNA976462	SRR25735599_trimmomatic_P10	PE	590902713	590902713					1117811	279553	28668	589505349	40.92%
NA	SRR25735599	PRJNA976462	SRR25735599_trimmomatic_P20	PE	590900309	590900309					1117896	279585	28676	589502828	40.93%
NA	SRR25735599	PRJNA976462	adapter_only	PE	590902718	590902718					1117789	279545	28662	589505384	40.92%
NA	SRR25735599	PRJNA976462	P5	PE	590902713	590902713					1117811	279553	28668	589505349	40.92%
NA	SRR25735645	PRJNA976462	untrimmed	PE	536341922	536341922					1603862	398108	44550	534339952	39.96%
NA	SRR25735645	PRJNA976462	SRR25735645_trimmomatic_adapter	PE	536246273	536246273					1605043	399430	44533	534241800	39.96%
NA	SRR25735645	PRJNA976462	SRR25735645_trimmomatic_P5	PE	536246001	536246001					1605076	399402	44534	534241523	39.96%
NA	SRR25735645	PRJNA976462	SRR25735645_trimmomatic_P10	PE	536244051	536244051					1605050	399419	44533	534239582	39.96%
NA	SRR25735645	PRJNA976462	SRR25735645_trimmomatic_P20	PE	536215601	536215601					1604964	399408	44541	534211229	39.96%
NA	SRR25735645	PRJNA976462	adapter_only	PE	536246001	536246001					1605076	399402	44534	534241523	39.96%
NA	SRR25735645	PRJNA976462	P5	PE	536244051	536244051					1605050	399419	44533	534239582	39.96%
NA	SRR25735650	PRJNA976462	untrimmed	PE	474387771	474387771					730448	229266	27148	473428057	39.73%
NA	SRR25735650	PRJNA976462	adapter_only	PE	474302574	474302574					730774	230059	27157	473341741	39.74%
NA	SRR25735650	PRJNA976462	SRR25735650_trimmomatic_adapter	PE	474302574	474302574					730774	230059	27157	473341741	39.74%
NA	SRR25735650	PRJNA976462	SRR25735650_trimmomatic_P5	PE	474302361	474302361					730785	230041	27159	473341535	39.74%
NA	SRR25735650	PRJNA976462	SRR25735650_trimmomatic_P10	PE	474300870	474300870					730784	230046	27158	473340040	39.74%
NA	SRR25735650	PRJNA976462	SRR25735650_trimmomatic_P20	PE	474279361	474279361					730791	230049	27160	473318521	39.74%
NA	SRR25735650	PRJNA976462	P5	PE	474300870	474300870					730784	230046	27158	473340040	39.74%
NA	SRR25735650	PRJNA976462	P10	PE	474279361	474279361					730791	230049	27160	473318521	39.74%
NA	SRR25735651	PRJNA976462	untrimmed	PE	335243027	335243027					584248	203838	22676	334454941	39.43%
