Run,condition,condition_raw,condition_role,class_field,metadata_status
SRR29916063,tp53ko_etoposide,TP53KO Etoposide,class,manual_override,manual_multi_class
SRR29916066,tp53ko_decitabine,TP53KO Decitabine,class,manual_override,manual_multi_class
SRR29916081,tp53wt_d_e,TP53WT D_E,class,manual_override,manual_multi_class
SRR29916079,tp53rescue_control,TP53rescue control,control,manual_override,manual_multi_class
SRR29916095,tp53ko_d_e,TP53KO D_E,class,manual_override,manual_multi_class
SRR29916076,tp53rescue_decitabine,TP53rescue Decitabine,class,manual_override,manual_multi_class
SRR29916069,tp53rescue_d_e,TP53rescue D_E,class,manual_override,manual_multi_class
SRR29916078,tp53rescue_control,TP53rescue control,control,manual_override,manual_multi_class
SRR29916072,tp53rescue_etoposide,TP53rescue Etoposide,class,manual_override,manual_multi_class
SRR29916088,tp53wt_decitabine,TP53WT Decitabine,class,manual_override,manual_multi_class
SRR29916089,tp53wt_decitabine,TP53WT Decitabine,class,manual_override,manual_multi_class
SRR29916087,tp53wt_etoposide,TP53WT Etoposide,class,manual_override,manual_multi_class
SRR29916092,tp53wt_control,TP53WT control,control,manual_override,manual_multi_class
SRR29916086,tp53wt_etoposide,TP53WT Etoposide,class,manual_override,manual_multi_class
SRR29916097,tp53ko_control,TP53KO control,control,manual_override,manual_multi_class
SRR29916093,tp53wt_control,TP53WT control,control,manual_override,manual_multi_class
SRR29916094,tp53ko_d_e,TP53KO D_E,class,manual_override,manual_multi_class
SRR29916083,tp53wt_d_e,TP53WT D_E,class,manual_override,manual_multi_class
SRR29916067,tp53ko_decitabine,TP53KO Decitabine,class,manual_override,manual_multi_class
SRR29916090,tp53wt_decitabine,TP53WT Decitabine,class,manual_override,manual_multi_class
SRR29916064,tp53ko_etoposide,TP53KO Etoposide,class,manual_override,manual_multi_class
SRR29916062,tp53ko_d_e,TP53KO D_E,class,manual_override,manual_multi_class
SRR29916096,tp53ko_control,TP53KO control,control,manual_override,manual_multi_class
SRR29916068,tp53rescue_d_e,TP53rescue D_E,class,manual_override,manual_multi_class
SRR29916065,tp53ko_etoposide,TP53KO Etoposide,class,manual_override,manual_multi_class
SRR29916071,tp53rescue_etoposide,TP53rescue Etoposide,class,manual_override,manual_multi_class
SRR29916084,tp53wt_etoposide,TP53WT Etoposide,class,manual_override,manual_multi_class
SRR29916085,tp53ko_control,TP53KO control,control,manual_override,manual_multi_class
SRR29916082,tp53wt_d_e,TP53WT D_E,class,manual_override,manual_multi_class
SRR29916077,tp53rescue_decitabine,TP53rescue Decitabine,class,manual_override,manual_multi_class
SRR29916091,tp53wt_control,TP53WT control,control,manual_override,manual_multi_class
SRR29916075,tp53rescue_decitabine,TP53rescue Decitabine,class,manual_override,manual_multi_class
SRR29916074,tp53ko_decitabine,TP53KO Decitabine,class,manual_override,manual_multi_class
SRR29916070,tp53rescue_d_e,TP53rescue D_E,class,manual_override,manual_multi_class
SRR29916080,tp53rescue_control,TP53rescue control,control,manual_override,manual_multi_class
SRR29916073,tp53rescue_etoposide,TP53rescue Etoposide,class,manual_override,manual_multi_class
