Run,condition,condition_raw,condition_role,class_field,metadata_status
SRR6518345,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420976,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420975,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR6518347,fibroblast,fibroblast,class,manual_override,manual_multi_class
SRR6518343,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420978,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR6518346,fibroblast,fibroblast,class,manual_override,manual_multi_class
SRR6518344,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420977,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR6518342,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420979,naive_induced_pluripotent_stem_cells,naive induced pluripotent stem cells,class,manual_override,manual_multi_class
SRR5420980,fibroblast,fibroblast,class,manual_override,manual_multi_class
SRR5420974,primed_pluripotent_stem_cells,primed pluripotent stem cells,class,manual_override,manual_multi_class
