Run,condition,condition_raw,condition_role,class_field,metadata_status
SRR6024551,rrset,rRSeT,class,manual_override,manual_multi_class
SRR6049358,ct2ilgoy_oskm,ct2iLGoY OSKM,class,manual_override,manual_multi_class
SRR6049642,e8_primed_d6_no_klf4,E8 primed D6 no Klf4,class,manual_override,manual_multi_class
SRR6031619,rnhsm,rNHSM,class,manual_override,manual_multi_class
SRR6007373,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6047487,e8_primed,E8 primed,class,manual_override,manual_multi_class
SRR6047489,mrna_rt2ilgoy,mRNA rt2iLGoY,class,manual_override,manual_multi_class
SRR5989876,cnhsm,cNHSM,class,manual_override,manual_multi_class
SRR5989875,crset,cRSeT,class,manual_override,manual_multi_class
SRR6001370,e8_primed,E8 primed,class,manual_override,manual_multi_class
SRR6043952,rrset,rRSeT,class,manual_override,manual_multi_class
SRR6026885,r5ilaf,r5iLAF,class,manual_override,manual_multi_class
SRR6043951,r5ilaf,r5iLAF,class,manual_override,manual_multi_class
SRR6007372,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6036267,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6047491,ct2ilgoy_k,ct2iLGoY K,class,manual_override,manual_multi_class
SRR6051726,e8_primed_d6_with_klf4,E8 primed D6 with Klf4,class,manual_override,manual_multi_class
SRR5989877,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6051721,e8_primed_d6_with_klf4,E8 primed D6 with Klf4,class,manual_override,manual_multi_class
SRR6024552,r5ilaf,r5iLAF,class,manual_override,manual_multi_class
SRR6049641,e8_primed_d6_no_klf4,E8 primed D6 no Klf4,class,manual_override,manual_multi_class
SRR6001369,e8_primed,E8 primed,class,manual_override,manual_multi_class
SRR6031618,rnhsm,rNHSM,class,manual_override,manual_multi_class
SRR6049555,e8_primed_d2_no_klf4,E8 primed D2 no Klf4,class,manual_override,manual_multi_class
SRR6001354,e8_primed,E8 primed,class,manual_override,manual_multi_class
SRR6049472,e8_primed_d2_no_klf4,E8 primed D2 no Klf4,class,manual_override,manual_multi_class
SRR6043950,rrset,rRSeT,class,manual_override,manual_multi_class
SRR6001353,e8_primed,E8 primed,class,manual_override,manual_multi_class
SRR6024550,rrset,rRSeT,class,manual_override,manual_multi_class
SRR6043764,rnhsm,rNHSM,class,manual_override,manual_multi_class
SRR6007374,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6047486,mrna_primed,mRNA primed,class,manual_override,manual_multi_class
SRR6047488,mrna_rt2ilgoy,mRNA rt2iLGoY,class,manual_override,manual_multi_class
SRR6049631,e8_primed_d2_with_klf4,E8 primed D2 with Klf4,class,manual_override,manual_multi_class
SRR6049469,ct2ilgoy_k,ct2iLGoY K,class,manual_override,manual_multi_class
SRR5927185,crset,cRSeT,class,manual_override,manual_multi_class
SRR6049360,ct2ilgoy_k,ct2iLGoY K,class,manual_override,manual_multi_class
SRR6049470,ct2ilgoy_oskm,ct2iLGoY OSKM,class,manual_override,manual_multi_class
SRR6037375,rt2ilgoy,rt2iLGoY,class,manual_override,manual_multi_class
SRR6049361,ct2ilgoy_oskm,ct2iLGoY OSKM,class,manual_override,manual_multi_class
SRR6049639,e8_primed_d2_with_klf4,E8 primed D2 with Klf4,class,manual_override,manual_multi_class
SRR6037791,rnhsm,rNHSM,class,manual_override,manual_multi_class
SRR6037788,r5ilaf,r5iLAF,class,manual_override,manual_multi_class
